stop_code,stop_name,stop_lat,stop_lon,zone_id
51343,Northbound Knight St @ E King Edward Ave,49.248848,-123.075932,BUS ZN
51344,Northbound Knight St @ Kingsway,49.249685,-123.075903,BUS ZN
51345,Northbound Knight St @ E 20 Ave,49.252354,-123.075894,BUS ZN
51346,Northbound Knight St @ E 19 Ave,49.253818,-123.075837,BUS ZN
51347,Northbound Knight St @ E 17 Ave,49.255554,-123.075773,BUS ZN
51349,Northbound Clark Dr @ E 11 Ave,49.260268,-123.077343,BUS ZN
51350,Northbound Clark Dr @ E Broadway,49.262754,-123.077367,BUS ZN
51351,Northbound Clark Dr @ E 6th Ave,49.264845,-123.077316,BUS ZN
51352,Northbound Clark Dr @ E 3rd Ave,49.268147,-123.077256,BUS ZN
51353,Westbound Terminal Ave @ Begg St,49.270771,-123.087153,BUS ZN
51354,Westbound Terminal Ave @ Thornton St,49.271779,-123.093108,BUS ZN
58280,Westbound Terminal Ave @ 300 Block,49.272363,-123.096638,BUS ZN
51356,Northbound Clark Dr @ E 1st Ave,49.269991,-123.077215,BUS ZN
51357,Northbound Clark Dr @ Grant St,49.271749,-123.077197,BUS ZN
51358,Northbound Clark Dr @ William St,49.274264,-123.077153,BUS ZN
51359,Westbound Venables St @ Clark Dr,49.276842,-123.077921,BUS ZN
51360,Westbound Venables St @ Vernon Dr,49.276868,-123.079737,BUS ZN
51361,Westbound Venables St @ Raymur Ave,49.276876,-123.083149,BUS ZN
51362,Westbound Prior St @ Hawks Ave,49.27661,-123.087839,BUS ZN
51363,Westbound Prior St @ Heatley Ave,49.276651,-123.09021,BUS ZN
51364,Westbound Prior St @ Jackson Ave,49.276725,-123.094157,BUS ZN
51366,Northbound Gore Ave @ E Georgia St,49.278838,-123.097008,BUS ZN
51367,Westbound E Pender St @ Gore Ave,49.280427,-123.097706,BUS ZN
51368,Southbound Macdonald St @ W 4th Ave,49.268064,-123.168411,BUS ZN
51370,Eastbound W Pender St @ Nicola St,49.289898,-123.128771,BUS ZN
51371,Eastbound W Pender St @ Broughton St,49.289364,-123.127117,BUS ZN
51373,Eastbound W Pender St @ Bute St,49.288213,-123.123062,BUS ZN
58143,Kootenay Loop @ Bay 8,49.281026,-123.024952,BUS ZN
51377,Eastbound Hastings St @ Ingleton Ave,49.280991,-123.018168,BUS ZN
50139,Eastbound W 41 Ave @ Manitoba St,49.233142,-123.107725,BUS ZN
51378,Eastbound Hastings St @ MacDonald Ave,49.280966,-123.015771,BUS ZN
58428,Eastbound Hastings St @ Gilmore Ave,49.280953,-123.013446,BUS ZN
51381,Eastbound Hastings St @ Willingdon Ave,49.280927,-123.005171,BUS ZN
51382,Southbound Willingdon Ave @ Pender St,49.280274,-123.003234,BUS ZN
51383,Southbound Willingdon Ave @ Frances St,49.278815,-123.003254,BUS ZN
51384,Southbound Willingdon Ave @ Union St,49.277102,-123.003279,BUS ZN
51385,Southbound Willingdon Ave @ Parker St,49.275223,-123.00331,BUS ZN
51386,Southbound Willingdon Ave @ William St,49.273455,-123.003294,BUS ZN
50014,Eastbound Pacific Blvd @ Homer St,49.272929,-123.125546,BUS ZN
50140,Eastbound E 41 Ave @ Ontario St,49.233063,-123.105218,BUS ZN
51389,Brentwood Station @ Bay 7,49.266007,-123.003347,BUS ZN
51390,Southbound Willingdon Ave @ Dawson St,49.264033,-123.003368,BUS ZN
51392,Eastbound Canada Way @ Willingdon Ave,49.254507,-123.003569,BUS ZN
51393,Eastbound Canada Way @ Beta Ave,49.254571,-122.997559,BUS ZN
51394,Eastbound Canada Way @ Wayburne Dr,49.254305,-122.992775,BUS ZN
51395,Southbound Canada Way @ Hardwick St,49.252217,-122.989142,BUS ZN
51396,Eastbound Canada Way @ 4800 Block,49.249929,-122.985898,BUS ZN
51397,Eastbound Canada Way @ Kincaid St,49.247739,-122.978665,BUS ZN
51398,Eastbound Canada Way @ Deer Lake Parkway,49.245055,-122.974083,BUS ZN
51399,Eastbound Canada Way @ Ledger Ave,49.243978,-122.9723,BUS ZN
51400,Eastbound Canada Way @ Century Park Way,49.242011,-122.969218,BUS ZN
51401,Eastbound Canada Way @ Sperling Ave,49.239512,-122.963822,BUS ZN
51402,Eastbound Canada Way @ Rugby St,49.238484,-122.959861,BUS ZN
51403,Southbound Canada Way @ Haszard St,49.236789,-122.956115,BUS ZN
51404,Southbound Canada Way @ Burris St,49.234871,-122.953988,BUS ZN
51406,Southbound Canada Way @ Stanley Cres,49.232238,-122.950937,BUS ZN
51407,Southbound Canada Way @ Morley Dr,49.230217,-122.948543,BUS ZN
50142,Northbound Main St @ SE Marine Dr,49.211565,-123.102035,BUS ZN
51408,Southbound Canada Way @ Imperial St,49.228803,-122.946882,BUS ZN
51409,Southbound Canada Way @ Ulster St,49.22719,-122.944919,BUS ZN
51410,Southbound Canada Way @ Rosewood St,49.225564,-122.943012,BUS ZN
51411,Southbound Canada Way @ Edmonds St,49.22343,-122.940419,BUS ZN
51412,Southbound Canada Way @ 18 Ave,49.222565,-122.939172,BUS ZN
51413,Southbound Canada Way @ 16 Ave,49.221406,-122.937665,BUS ZN
51414,Southbound Canada Way @ 14 Ave,49.219738,-122.935427,BUS ZN
51415,Southbound Canada Way @ 12 Ave,49.218044,-122.933166,BUS ZN
51416,Southbound 8th St @ 10 Ave,49.216549,-122.931135,BUS ZN
51417,Southbound 8th St @ 8th Ave,49.213493,-122.927156,BUS ZN
51418,Southbound 8th St @ 7th Ave,49.212073,-122.925333,BUS ZN
51419,Southbound 8th St @ 5th Ave,49.209506,-122.922026,BUS ZN
51420,Southbound 8th St @ 4th Ave,49.207915,-122.920024,BUS ZN
51421,Southbound 8th St @ 3rd Ave,49.206465,-122.918199,BUS ZN
51422,Southbound 8th St @ Queens Ave,49.204869,-122.916193,BUS ZN
51423,Southbound 8th St @ Royal Ave,49.203882,-122.914965,BUS ZN
51425,Northbound 8th St @ Royal Ave,49.20405,-122.914885,BUS ZN
51426,Northbound 8th St @ Queens Ave,49.205416,-122.9166,BUS ZN
51427,Northbound 8th St @ 3rd Ave,49.206953,-122.918538,BUS ZN
59844,Northbound Main St @ E 62 Ave,49.214623,-123.101909,BUS ZN
51428,Northbound 8th St @ 4th Ave,49.20815,-122.920044,BUS ZN
51429,Northbound 8th St @ 5th Ave,49.210061,-122.922436,BUS ZN
51430,Northbound 8th St @ 6th Ave,49.211541,-122.924297,BUS ZN
51431,Northbound 8th St @ 7th Ave,49.212787,-122.925861,BUS ZN
51432,Northbound 8th St @ 8th Ave,49.214331,-122.927874,BUS ZN
51433,Northbound 8th St @ 10 Ave,49.216422,-122.930621,BUS ZN
51434,Northbound Canada Way @ 12 Ave,49.218787,-122.933888,BUS ZN
51435,Northbound Canada Way @ 14 Ave,49.220067,-122.935607,BUS ZN
51436,Northbound Canada Way @ 16 Ave,49.22192,-122.938077,BUS ZN
51437,Northbound Canada Way @ 18 Ave,49.22316,-122.939669,BUS ZN
51439,Northbound Canada Way @ Wedgewood St,49.224812,-122.941775,BUS ZN
51440,Northbound Canada Way @ Elwell St,49.226926,-122.944374,BUS ZN
51441,Northbound Canada Way @ Goodlad St,49.228017,-122.945639,BUS ZN
51442,Northbound Canada Way @ Imperial St,49.229858,-122.947832,BUS ZN
51443,Westbound Canada Way @ Morley St,49.231054,-122.949269,BUS ZN
51444,Northbound Canada Way @ Stanley St,49.233087,-122.951668,BUS ZN
51445,Northbound Canada Way @ Burris St,49.236223,-122.955117,BUS ZN
51446,Westbound Canada Way @ Chiselhampton St,49.238982,-122.961114,BUS ZN
51447,Westbound Canada Way @ Sperling Ave,49.240075,-122.965534,BUS ZN
50146,Northbound Main St @ E 59 Ave,49.217015,-123.101819,BUS ZN
51448,Westbound Canada Way @ Ledger Ave,49.244602,-122.972866,BUS ZN
51449,Westbound Canada Way @ Norland Ave,49.245954,-122.975378,BUS ZN
51450,Westbound Canada Way @ Spruce St,49.247632,-122.978102,BUS ZN
51451,Westbound Canada Way @ Douglas Rd,49.249555,-122.981263,BUS ZN
51452,Westbound Canada Way @ 4800 Block,49.250067,-122.985846,BUS ZN
51453,Northbound Canada Way @ Hardwick St,49.252334,-122.988923,BUS ZN
51454,Westbound Canada Way @ Royal Oak Ave,49.253824,-122.989318,BUS ZN
51455,Westbound Canada Way @ Wayburne Dr,49.254779,-122.995127,BUS ZN
51456,Westbound Canada Way @ Beta Ave,49.254765,-122.9987,BUS ZN
51457,Westbound Canada Way @ Willingdon Ave,49.254741,-123.002423,BUS ZN
50147,Northbound Main St @ E 57 Ave,49.218788,-123.10174,BUS ZN
51458,Northbound Willingdon Ave @ Juneau St,49.263385,-123.003062,BUS ZN
51460,Northbound Willingdon Ave @ Midlawn Dr,49.271387,-123.003117,BUS ZN
51462,Northbound Willingdon Ave @ William St,49.2741,-123.003095,BUS ZN
51463,Northbound Willingdon Ave @ Parker St,49.275944,-123.003113,BUS ZN
51464,Northbound Willingdon Ave @ Georgia St,49.278616,-123.003062,BUS ZN
51466,Westbound Hastings St @ Madison Ave,49.281127,-123.009258,BUS ZN
51467,Westbound Hastings St @ Gilmore Ave,49.281147,-123.014877,BUS ZN
51468,Westbound Hastings St @ Ingleton Ave,49.281179,-123.01911,BUS ZN
51469,Westbound Hastings St @ Esmond Ave,49.281222,-123.021845,BUS ZN
51470,Kootenay Loop @ Bay 6,49.281212,-123.026407,BUS ZN
51471,Westbound W Pender St @ Thurlow St,49.287731,-123.120865,BUS ZN
51472,Westbound W Pender St @ Bute St,49.288565,-123.123694,BUS ZN
51475,Westbound W Georgia St @ Denman St,49.292951,-123.134018,BUS ZN
51476,Westbound W Georgia St @ Gilford St,49.294006,-123.13563,BUS ZN
51479,Southbound Wesbrook Mall @ Agronomy Rd,49.264,-123.243748,BUS ZN
51483,Southbound Wesbrook Mall @ Hampton Place,49.257295,-123.237949,BUS ZN
51485,Eastbound W 16 Ave @ Pacific Spirit Park,49.258318,-123.221642,BUS ZN
51486,Eastbound W 16 Ave @ Blanca St,49.258259,-123.214903,BUS ZN
51487,Eastbound W 16 Ave @ Tolmie St,49.25819,-123.21185,BUS ZN
50150,Northbound Main St @ E 51 Ave,49.223638,-123.101593,BUS ZN
51488,Eastbound W 16 Ave @ Trimble St,49.258107,-123.205776,BUS ZN
51490,Eastbound W 16 Ave @ Camosun St,49.257993,-123.197445,BUS ZN
51491,Eastbound W 16 Ave @ Crown St,49.257917,-123.193063,BUS ZN
51492,Eastbound W 16 Ave @ Highbury St,49.257833,-123.187544,BUS ZN
51493,Eastbound W King Edward Ave @ Dunbar St,49.249918,-123.184491,BUS ZN
51495,Eastbound W King Edward Ave @ Blenheim St,49.249895,-123.178105,BUS ZN
51497,Eastbound W King Edward Ave @ Quesnel Dr,49.249875,-123.172562,BUS ZN
50151,Northbound Main St @ E 49 Ave,49.225975,-123.10147,BUS ZN
51498,Eastbound W King Edward Ave @ Puget Dr,49.247959,-123.167226,BUS ZN
51499,Eastbound W King Edward Ave @ Brakenridge St,49.248553,-123.162016,BUS ZN
51500,Eastbound W King Edward Ave @ Valley Dr,49.249818,-123.158783,BUS ZN
51501,Eastbound W King Edward Ave @ Yew St,49.251217,-123.155187,BUS ZN
51502,Eastbound W King Edward Ave @ Arbutus St,49.251448,-123.153365,BUS ZN
51503,Eastbound W King Edward Ave @ Maple Cres,49.250503,-123.151127,BUS ZN
51504,Eastbound W King Edward Ave @ Cypress St,49.249446,-123.148387,BUS ZN
51505,Eastbound W King Edward Ave @ Marguerite St,49.249352,-123.144254,BUS ZN
51506,Eastbound W King Edward Ave @ Alexandra St,49.249302,-123.141103,BUS ZN
51507,Eastbound W King Edward Ave @ Granville St,49.24927,-123.138458,BUS ZN
59842,Northbound Main St @ E 46 Ave,49.228719,-123.101386,BUS ZN
51508,Eastbound W King Edward Ave @ Hudson St,49.249192,-123.133894,BUS ZN
51510,Eastbound W King Edward Ave @ Oak St,49.24909,-123.127001,BUS ZN
51511,Eastbound W King Edward Ave @ Willow St,49.248992,-123.121874,BUS ZN
51518,Eastbound E King Edward Ave @ Main St,49.248697,-123.100559,BUS ZN
51519,Eastbound E King Edward Ave @ Prince Edward St,49.248638,-123.096185,BUS ZN
51520,Eastbound E King Edward Ave @ St. George St,49.248617,-123.093592,BUS ZN
51521,Eastbound E King Edward Ave @ Fraser St,49.24856,-123.08963,BUS ZN
51522,Eastbound E King Edward Ave @ St. Catherines St,49.248521,-123.085285,BUS ZN
51523,Eastbound E King Edward Ave @ Glen Dr,49.248473,-123.081441,BUS ZN
51525,Eastbound E King Edward Ave @ Knight St,49.248433,-123.075263,BUS ZN
51526,Northbound Nanaimo St @ Galt St,49.242191,-123.05759,BUS ZN
51527,Northbound Nanaimo St @ Brock St,49.244217,-123.056536,BUS ZN
50154,Northbound Main St @ E 43 Ave,49.231454,-123.101306,BUS ZN
51530,Eastbound E 22 Ave @ Slocan St,49.250567,-123.049111,BUS ZN
51532,Eastbound E 22 Ave @ Boyd Diversion,49.250553,-123.043474,BUS ZN
51533,Eastbound E 22 Ave @ Lillooet St,49.250535,-123.038654,BUS ZN
51534,Eastbound E 22 Ave @ Rupert St,49.250529,-123.033251,BUS ZN
51535,Eastbound E 22 Ave @ Cassiar St,49.250549,-123.030417,BUS ZN
51536,Eastbound E 22 Ave @ Kootenay St,49.250584,-123.025808,BUS ZN
51537,Eastbound Kincaid St @ Boundary Rd,49.248781,-123.023017,BUS ZN
50155,Northbound Main St @ E 41 Ave,49.233445,-123.101394,BUS ZN
51538,Eastbound Kincaid St @ Smith Ave,49.248763,-123.019355,BUS ZN
51539,Eastbound Kincaid St @ MacDonald Ave,49.248894,-123.014612,BUS ZN
58605,Eastbound Sanderson Way @ Gilmore Way,49.248286,-123.008625,BUS ZN
51541,Eastbound Sanderson Way @ Mathissi Place,49.247462,-123.005459,BUS ZN
51542,Northbound Willingdon Ave @ Goard Way,49.251498,-123.004148,BUS ZN
51543,Northbound Willingdon Ave @ Canada Way,49.254192,-123.004109,BUS ZN
51545,Southbound Willingdon Ave @ Canada Way,49.254039,-123.004529,BUS ZN
51546,Southbound Willingdon Ave @ Goard Way,49.251436,-123.004474,BUS ZN
51547,Southbound Willingdon Ave @ Sanderson Way,49.247982,-123.004458,BUS ZN
51548,Westbound Sanderson Way @ Gilmore Way,49.248583,-123.008823,BUS ZN
51549,Westbound Kincaid St @ Gilmore Way,49.249354,-123.01124,BUS ZN
51551,Westbound Kincaid St @ Smith Ave,49.248873,-123.020257,BUS ZN
51552,Westbound Kincaid St @ Boundary Rd,49.248902,-123.023276,BUS ZN
51553,Westbound E 22 Ave @ Boundary Rd,49.250709,-123.024281,BUS ZN
51555,Westbound E 22nd Ave @ Rupert St,49.250668,-123.034451,BUS ZN
51556,Westbound E 22 Ave @ Windermere St,49.250673,-123.036977,BUS ZN
50157,Westbound W 41 Ave @ Ontario St,49.233269,-123.106197,BUS ZN
51558,Westbound E 22 Ave @ Renfrew St,49.250695,-123.043691,BUS ZN
51560,Nanaimo Station @ Bay 2,49.248591,-123.055976,BUS ZN
51561,Southbound Nanaimo St @ E 28 Ave,49.24547,-123.056785,BUS ZN
51562,Southbound Nanaimo St @ Brock St,49.243673,-123.056787,BUS ZN
51563,Westbound E King Edward Ave @ Kingsway,49.248545,-123.073165,BUS ZN
51564,Westbound E King Edward Ave @ Knight St,49.248617,-123.076713,BUS ZN
51565,Westbound E King Edward Ave @ Inverness St,49.248604,-123.080503,BUS ZN
51566,Westbound E King Edward Ave @ Windsor St,49.248642,-123.084376,BUS ZN
50158,Westbound W 41 Ave @ Columbia St,49.233442,-123.11122,BUS ZN
51568,Westbound E King Edward Ave @ Fraser St,49.248731,-123.090666,BUS ZN
51571,Westbound E King Edward Ave @ Main St,49.248868,-123.101632,BUS ZN
51572,Westbound W King Edward Ave @ Ontario St,49.248929,-123.105487,BUS ZN
51573,Westbound W King Edward Ave @ Columbia St,49.249023,-123.110516,BUS ZN
51574,King Edward Station @ Bay 1,49.249121,-123.116003,BUS ZN
51575,Westbound W King Edward Ave @ Heather St,49.249205,-123.120844,BUS ZN
51576,Westbound W King Edward Ave @ Laurel St,49.249302,-123.125107,BUS ZN
51577,Westbound W King Edward Ave @ Oak St,49.249375,-123.128078,BUS ZN
51578,Westbound W King Edward Ave @ Selkirk St,49.249452,-123.132497,BUS ZN
51580,Westbound W King Edward Ave @ Granville St,49.24956,-123.139586,BUS ZN
51581,Westbound W King Edward Ave @ Marguerite St,49.249651,-123.145097,BUS ZN
51582,Westbound W King Edward Ave @ Pine Cres,49.249695,-123.14792,BUS ZN
51583,Westbound W King Edward Ave @ Maple Cres,49.251216,-123.151701,BUS ZN
51584,Westbound W King Edward Ave @ Arbutus St,49.251747,-123.153741,BUS ZN
51585,Westbound W King Edward Ave @ Yew St,49.251149,-123.156163,BUS ZN
51586,Westbound W King Edward Ave @ Valley Dr,49.249723,-123.159848,BUS ZN
50160,Oakridge-41st Ave Station @ Bay 5,49.233681,-123.116855,BUS ZN
51588,Westbound W King Edward Ave @ Trafalgar St,49.248213,-123.165826,BUS ZN
51590,Westbound W King Edward Ave @ Blenheim St,49.250186,-123.179099,BUS ZN
51592,Westbound W 16 Ave @ Alma St,49.258091,-123.18653,BUS ZN
51593,Westbound W 16 Ave @ Wallace St,49.258162,-123.191535,BUS ZN
51594,Westbound W 16 Ave @ Camosun St,49.258254,-123.197604,BUS ZN
51595,Westbound W 16 Ave @ Discovery St,49.258337,-123.203675,BUS ZN
51596,Westbound W 16 Ave @ Sasamat St,49.258437,-123.209896,BUS ZN
51597,Westbound W 16 Ave @ Blanca St,49.258508,-123.21457,BUS ZN
51598,Westbound W 16 Ave @ Pacific Spirit Park,49.258662,-123.222569,BUS ZN
59715,Northbound Wesbrook Mall @ Thunderbird Blvd,49.262267,-123.241873,BUS ZN
58606,Northbound Wesbrook Mall @ 2100 Block,49.264762,-123.243949,BUS ZN
51603,29th Avenue Station @ Bay 2,49.244186,-123.045328,BUS ZN
51604,Southbound Rupert St @ School Ave,49.234833,-123.04321,BUS ZN
51605,Southbound Rupert St @ E 41 Ave,49.232594,-123.043215,BUS ZN
51606,Southbound Rupert St @ E 43 Ave,49.230767,-123.043216,BUS ZN
51607,Southbound Rupert St @ E 45 Ave,49.228948,-123.04322,BUS ZN
50162,Northbound Main St @ E 39 Ave,49.235734,-123.101505,BUS ZN
51608,Southbound Rupert St @ Kerr St,49.227481,-123.041563,BUS ZN
51610,Southbound Kerr St @ E 49 Ave,49.224314,-123.041185,BUS ZN
51611,Southbound Kerr St @ E 52 Ave,49.221906,-123.041297,BUS ZN
51612,Southbound Kerr St @ E 54 Ave,49.219855,-123.041405,BUS ZN
51613,Southbound Kerr St @ E 56 Ave,49.218403,-123.041467,BUS ZN
51614,Southbound Kerr St @ E 59 Ave,49.216248,-123.041587,BUS ZN
51615,Eastbound Rosemont Dr @ Kerr St,49.21544,-123.040483,BUS ZN
51616,Eastbound Rosemont Dr @ 3200 Block,49.215571,-123.036746,BUS ZN
51617,Southbound Butler St @ Rosemont Dr,49.216166,-123.034529,BUS ZN
50163,Northbound Main St @ E 36 Ave,49.23802,-123.101502,BUS ZN
51618,Eastbound Maquinna Dr @ Stikine Place,49.215458,-123.031682,BUS ZN
51619,Southbound Champlain Cres @ Langford Ave,49.214195,-123.02994,BUS ZN
51620,Southbound Champlain Cres @ Marquette Cres,49.212376,-123.029816,BUS ZN
51621,Northbound Matheson Cres @ Champlain Cres,49.21096,-123.026965,BUS ZN
51622,Northbound Matheson Cres @ Limewood Place,49.211972,-123.025326,BUS ZN
51623,Northbound Matheson Cres @ Raintree Court,49.21425,-123.025462,BUS ZN
51625,Northbound Matheson Cres @ Borham Cres,49.21648,-123.025012,BUS ZN
51626,Eastbound Arbor Ave @ Matheson Cres,49.217418,-123.024627,BUS ZN
51627,Northbound Boundary Rd @ Arbor Ave,49.217909,-123.023539,BUS ZN
51628,Northbound Boundary Rd @ Hurst Ave,49.220212,-123.023547,BUS ZN
51629,Westbound E 49 Ave @ Boundary Rd,49.222065,-123.024529,BUS ZN
51630,Westbound E 49 Ave @ Arlington St,49.223442,-123.028307,BUS ZN
51631,Northbound Tyne St @ E 49 Ave,49.225083,-123.032151,BUS ZN
51632,Northbound Tyne St @ E 47 Ave,49.226688,-123.032071,BUS ZN
51633,Northbound Tyne St @ E 45 Ave,49.228978,-123.031961,BUS ZN
51634,Northbound Joyce St @ E 45 Ave,49.229581,-123.037333,BUS ZN
51635,Northbound Joyce St @ Marmion Ave,49.231836,-123.03734,BUS ZN
51636,Northbound Joyce St @ Kingsway,49.234391,-123.03552,BUS ZN
50165,Northbound Main St @ E 33 Ave,49.241308,-123.101314,BUS ZN
51638,Northbound Joyce St @ Euclid Ave,49.236629,-123.033326,BUS ZN
51640,Southbound Joyce St @ Euclid Ave,49.236266,-123.033907,BUS ZN
51642,Southbound Joyce St @ E 41 Ave,49.232718,-123.037497,BUS ZN
51644,Eastbound E 45 Ave @ Doman St,49.229218,-123.036047,BUS ZN
51645,Southbound Tyne St @ E 46 Ave,49.228174,-123.032177,BUS ZN
51646,Southbound Tyne St @ E 47 Ave,49.226166,-123.032301,BUS ZN
51647,Eastbound E 49 Ave @ Tyne St,49.22453,-123.03149,BUS ZN
50166,Northbound Main St @ E 30 Ave,49.243554,-123.101232,BUS ZN
51648,Eastbound E 49 Ave @ Arlington St,49.223027,-123.027926,BUS ZN
51649,Southbound Frontenac St @ Hennepin Ave,49.221872,-123.026506,BUS ZN
51650,Southbound Frontenac St @ Hurst Ave,49.220252,-123.026594,BUS ZN
51651,Eastbound Hurst Ave @ Boundary Rd,49.22009,-123.024161,BUS ZN
51652,Westbound Arbor Ave @ Boundary Rd,49.217523,-123.024331,BUS ZN
51653,Southbound Matheson Cres @ Borham Cres,49.216164,-123.025247,BUS ZN
51654,Southbound Matheson Cres @ Chickadee Place,49.212728,-123.025161,BUS ZN
51655,Southbound Matheson Cres @ Raintree Court,49.214374,-123.025642,BUS ZN
51656,Westbound Champlain Cres @ Matheson Cres,49.210765,-123.027827,BUS ZN
50167,Northbound Main St @ E 28 Ave,49.245968,-123.101101,BUS ZN
51658,Northbound Champlain Cres @ Langford Ave,49.214103,-123.029741,BUS ZN
51659,Westbound Maquinna Dr @ Stikine Place,49.215603,-123.031944,BUS ZN
51660,Westbound Rosemont Dr @ Butler St,49.216141,-123.035466,BUS ZN
51661,Westbound Rosemont Dr @ 3200 Block,49.215615,-123.037314,BUS ZN
51662,Westbound Rosemont Dr @ Kerr St,49.215575,-123.041111,BUS ZN
51663,Northbound Kerr St @ E 58 Ave,49.217555,-123.041311,BUS ZN
58284,Northbound Kerr St @ E 54 Ave,49.219585,-123.041215,BUS ZN
51665,Northbound Kerr St @ E 51 Ave,49.223331,-123.041021,BUS ZN
51666,Northbound Kerr St @ E 49 Ave,49.22509,-123.040907,BUS ZN
51667,Northbound Rupert St @ Kerr St,49.227532,-123.041348,BUS ZN
51668,Northbound Rupert St @ E 45 Ave,49.229567,-123.043028,BUS ZN
51669,Northbound Rupert St @ E 43 Ave,49.231367,-123.042993,BUS ZN
51670,Northbound Rupert St @ E 41 Ave,49.233276,-123.042996,BUS ZN
51671,Joyce Station @ Bay 2,49.238709,-123.032702,BUS ZN
51675,Northbound Rupert St @ E 29 Ave,49.244846,-123.033756,BUS ZN
50169,Northbound Main St @ E King Edward Ave,49.249121,-123.100891,BUS ZN
51676,Northbound Rupert St @ E 27 Ave,49.246536,-123.033689,BUS ZN
51677,Northbound Rupert St @ E 25 Ave,49.248137,-123.033674,BUS ZN
51678,Northbound Rupert St @ E 22 Ave,49.250951,-123.033666,BUS ZN
51679,Northbound Rupert St @ Seaforth Dr,49.253435,-123.033663,BUS ZN
51680,Northbound Rupert St @ E 17 Ave,49.255039,-123.033652,BUS ZN
51681,Northbound Rupert St @ Worthington Dr,49.25681,-123.033644,BUS ZN
51682,Northbound Rupert St @ Grandview Hwy,49.258529,-123.033603,BUS ZN
51683,Northbound Rupert St @ E Broadway,49.262245,-123.033587,BUS ZN
51684,Northbound Rupert St @ E 7th Ave,49.264088,-123.033609,BUS ZN
51685,Northbound Rupert St @ E 5th Ave,49.265981,-123.033605,BUS ZN
59836,Northbound Main St @ E 20 Ave,49.253226,-123.100763,BUS ZN
51686,Northbound Rupert St @ E 3rd Ave,49.267805,-123.033576,BUS ZN
51687,Northbound Rupert St @ Graveley St,49.270822,-123.033606,BUS ZN
51688,Northbound Rupert St @ Kitchener St,49.272547,-123.033591,BUS ZN
51689,Northbound Rupert St @ William St,49.274384,-123.03354,BUS ZN
51690,Northbound Rupert St @ Parker St,49.27613,-123.03352,BUS ZN
51691,Eastbound Adanac St @ Rupert St,49.277386,-123.03308,BUS ZN
51692,Eastbound Adanac St @ Skeena St,49.277384,-123.029097,BUS ZN
51693,Eastbound Adanac St @ Kootenay St,49.277369,-123.024867,BUS ZN
51694,Northbound Boundary Rd @ Georgia St,49.278725,-123.023311,BUS ZN
51695,Kootenay Loop @ Bay 3,49.281408,-123.026254,BUS ZN
59835,Northbound Main St @ E 18 Ave,49.255006,-123.100984,BUS ZN
51696,Southbound Boundary Rd @ E Pender St,49.279904,-123.023768,BUS ZN
51697,Southbound Boundary Rd @ E Georgia St,49.277916,-123.023773,BUS ZN
51698,Westbound Adanac St @ Skeena St,49.277492,-123.028787,BUS ZN
51699,Southbound Rupert St @ Adanac St,49.277105,-123.033686,BUS ZN
51700,Southbound Rupert St @ Parker St,49.275459,-123.033703,BUS ZN
51701,Southbound Rupert St @ Charles St,49.272956,-123.033718,BUS ZN
51702,Southbound Rupert St @ Grant St,49.27109,-123.033737,BUS ZN
51705,Southbound Rupert St @ E 5th Ave,49.265956,-123.03388,BUS ZN
51706,Southbound Rupert St @ E 7th Ave,49.263542,-123.033894,BUS ZN
51707,Southbound Rupert St @ E Broadway,49.262185,-123.03393,BUS ZN
51710,Southbound Rupert St @ Grandview Hwy,49.257755,-123.033953,BUS ZN
51711,Southbound Rupert St @ E 16 Ave,49.255276,-123.03393,BUS ZN
51712,Southbound Rupert St @ E 18 Ave,49.253698,-123.033945,BUS ZN
51713,Southbound Rupert St @ E 20 Ave,49.251961,-123.033954,BUS ZN
51714,Southbound Rupert St @ E 22 Ave,49.25033,-123.033942,BUS ZN
59582,Northbound Main St @ E 14 Ave,49.258782,-123.100989,BUS ZN
51717,Southbound Rupert St @ E 28 Ave,49.245072,-123.033981,BUS ZN
51721,Southbound Joyce St @ Wellington Ave,49.2398,-123.030473,BUS ZN
51722,Joyce Station @ Bay 1 Unload Only,49.238592,-123.032425,BUS ZN
51723,Eastbound Vanness Ave @ Melbourne St,49.236321,-123.027853,BUS ZN
51724,Northbound Boundary Rd @ Vanness Ave,49.235076,-123.023292,BUS ZN
50174,Northbound Main St @ E 12 Ave,49.260528,-123.100888,BUS ZN
51729,Northbound Smith Ave @ Moscrop St,49.243373,-123.01973,BUS ZN
51730,Northbound Smith Ave @ Fir St,49.24545,-123.019724,BUS ZN
51731,Northbound Smith Ave @ Spruce St,49.247336,-123.019726,BUS ZN
51732,Northbound Ingleton Ave @ Sunset St,49.249639,-123.017354,BUS ZN
51733,Northbound Smith Ave @ Avondale St,49.25222,-123.019698,BUS ZN
51736,Northbound Boundary Rd @ Dominion St,49.256757,-123.023409,BUS ZN
51737,Northbound Boundary Rd @ Grandview Hwy,49.258575,-123.023406,BUS ZN
51740,Northbound Boundary Rd @ Lougheed Hwy,49.26604,-123.023373,BUS ZN
51741,Northbound Boundary Rd @ 2nd Ave,49.268791,-123.023347,BUS ZN
51742,Northbound Boundary Rd @ 1st Ave,49.269895,-123.023355,BUS ZN
51743,Northbound Boundary Rd @ Kitchener St,49.272518,-123.02333,BUS ZN
51744,Northbound Boundary Rd @ William St,49.274253,-123.023314,BUS ZN
